Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
1345	Thomas Mifflin	Berks	1947	3	27	Roadside	E. Lancaster Ave. (US 222) at Mifflin Blvd., at corner of school campus, Shillington	Member of the Continental Congress, a Revolutionary soldier, first Pennsylvania governor, 1790-99, lived at his estate Angelica from 1774 to 1794. The Berks County Farm and Home now occupies the site.		-75.9593	40.3071	American Revolution	1	(40.3071, -75.9593)
1345	Thomas Mifflin	Berks	1947	3	27	Roadside	E. Lancaster Ave. (US 222) at Mifflin Blvd., at corner of school campus, Shillington	Member of the Continental Congress, a Revolutionary soldier, first Pennsylvania governor, 1790-99, lived at his estate Angelica from 1774 to 1794. The Berks County Farm and Home now occupies the site.		-75.9593	40.3071	Government & Politics	2	(40.3071, -75.9593)
1345	Thomas Mifflin	Berks	1947	3	27	Roadside	E. Lancaster Ave. (US 222) at Mifflin Blvd., at corner of school campus, Shillington	Member of the Continental Congress, a Revolutionary soldier, first Pennsylvania governor, 1790-99, lived at his estate Angelica from 1774 to 1794. The Berks County Farm and Home now occupies the site.		-75.9593	40.3071	Government & Politics 18th Century	3	(40.3071, -75.9593)
1345	Thomas Mifflin	Berks	1947	3	27	Roadside	E. Lancaster Ave. (US 222) at Mifflin Blvd., at corner of school campus, Shillington	Member of the Continental Congress, a Revolutionary soldier, first Pennsylvania governor, 1790-99, lived at his estate Angelica from 1774 to 1794. The Berks County Farm and Home now occupies the site.		-75.9593	40.3071	Governors	4	(40.3071, -75.9593)
1345	Thomas Mifflin	Berks	1947	3	27	Roadside	E. Lancaster Ave. (US 222) at Mifflin Blvd., at corner of school campus, Shillington	Member of the Continental Congress, a Revolutionary soldier, first Pennsylvania governor, 1790-99, lived at his estate Angelica from 1774 to 1794. The Berks County Farm and Home now occupies the site.		-75.9593	40.3071	Military	5	(40.3071, -75.9593)
1346	Henry A. Muhlenberg	Berks	1951	2	16	City	400 Penn St. (at S 4th), Reading	Pastor of the Trinity Lutheran Church from 1803 to 1829; Member of Congress, 1829-38; first U.S. Minister to Austria; Candidate for governor of Pennsylvania at the time of death in 1844. His home was on this site.		-75.9298	40.3354	Government & Politics	1	(40.3354, -75.9298)
1346	Henry A. Muhlenberg	Berks	1951	2	16	City	400 Penn St. (at S 4th), Reading	Pastor of the Trinity Lutheran Church from 1803 to 1829; Member of Congress, 1829-38; first U.S. Minister to Austria; Candidate for governor of Pennsylvania at the time of death in 1844. His home was on this site.		-75.9298	40.3354	Religion	2	(40.3354, -75.9298)
1347	Northkill Amish	Berks	1959	6	26	Roadside	Old US 22, 1 mile W of Shartlesville	The first organized Amish Mennonite congregation in America. Established by 1740. Disbanded following Indian attack, September 29, 1757, in which a Provincial soldier and three members of the Jacob Hochstetler family were killed near this point.		-76.1198	40.5121	Early Settlement	1	(40.5121, -76.1198)
1347	Northkill Amish	Berks	1959	6	26	Roadside	Old US 22, 1 mile W of Shartlesville	The first organized Amish Mennonite congregation in America. Established by 1740. Disbanded following Indian attack, September 29, 1757, in which a Provincial soldier and three members of the Jacob Hochstetler family were killed near this point.		-76.1198	40.5121	Native American	2	(40.5121, -76.1198)
1347	Northkill Amish	Berks	1959	6	26	Roadside	Old US 22, 1 mile W of Shartlesville	The first organized Amish Mennonite congregation in America. Established by 1740. Disbanded following Indian attack, September 29, 1757, in which a Provincial soldier and three members of the Jacob Hochstetler family were killed near this point.		-76.1198	40.5121	Religion	3	(40.5121, -76.1198)
1348	Oley Moravians	Berks	1948	8	28	Roadside	Memorial Hwy. (PA 622), near Mine Ln., ~1 mile S of Oley	A building erected about 1748 by Moravians, for use as a church and school, stands on the side road, about 1.5 miles away. Here they conducted a boarding school, 1745-51; and built a later schoolhouse, since demolished, in 1776.		-75.7771	40.3734	Early Settlement	1	(40.3734, -75.7771)
1348	Oley Moravians	Berks	1948	8	28	Roadside	Memorial Hwy. (PA 622), near Mine Ln., ~1 mile S of Oley	A building erected about 1748 by Moravians, for use as a church and school, stands on the side road, about 1.5 miles away. Here they conducted a boarding school, 1745-51; and built a later schoolhouse, since demolished, in 1776.		-75.7771	40.3734	Education	2	(40.3734, -75.7771)
1348	Oley Moravians	Berks	1948	8	28	Roadside	Memorial Hwy. (PA 622), near Mine Ln., ~1 mile S of Oley	A building erected about 1748 by Moravians, for use as a church and school, stands on the side road, about 1.5 miles away. Here they conducted a boarding school, 1745-51; and built a later schoolhouse, since demolished, in 1776.		-75.7771	40.3734	Religion	3	(40.3734, -75.7771)
1349	Dr. Bodo Otto	Berks	1951	2	16	City	525 Penn St., Penn Sq., Reading	Site of the home of Dr. Bodo Otto, Military Surgeon in Continental Army, 1775-82. Served as Surgeon-in-Chief at Valley Forge, 1777-78; Physician and Surgeon of the Continental Hospitals. Died, 1787.		-75.9269	40.3354	American Revolution	1	(40.3354, -75.9269)
1349	Dr. Bodo Otto	Berks	1951	2	16	City	525 Penn St., Penn Sq., Reading	Site of the home of Dr. Bodo Otto, Military Surgeon in Continental Army, 1775-82. Served as Surgeon-in-Chief at Valley Forge, 1777-78; Physician and Surgeon of the Continental Hospitals. Died, 1787.		-75.9269	40.3354	Science & Medicine	2	(40.3354, -75.9269)
1349	Dr. Bodo Otto	Berks	1951	2	16	City	525 Penn St., Penn Sq., Reading	Site of the home of Dr. Bodo Otto, Military Surgeon in Continental Army, 1775-82. Served as Surgeon-in-Chief at Valley Forge, 1777-78; Physician and Surgeon of the Continental Hospitals. Died, 1787.		-75.9269	40.3354	Professions & Vocations	4	(40.3354, -75.9269)
1350	Penn's Common	Berks	1951	2	16	City	Perkiomen Ave. (Business U.S. 422 westbound), near 11th & Penn intersection, Reading	Given in common to the citizens of Reading, in 1748, by the family of William Penn.		-75.9159	40.3351	Government & Politics	1	(40.3351, -75.9159)
1350	Penn's Common	Berks	1951	2	16	City	Perkiomen Ave. (Business U.S. 422 westbound), near 11th & Penn intersection, Reading	Given in common to the citizens of Reading, in 1748, by the family of William Penn.		-75.9159	40.3351	Government & Politics 18th Century	2	(40.3351, -75.9159)
1350	Penn's Common	Berks	1951	2	16	City	Perkiomen Ave. (Business U.S. 422 westbound), near 11th & Penn intersection, Reading	Given in common to the citizens of Reading, in 1748, by the family of William Penn.		-75.9159	40.3351	William Penn	3	(40.3351, -75.9159)
1351	Pilger Ruh	Berks	1950	4	22	Roadside	Bethel Rd. (PA 501) at Pilger Ruh Rd., N of Bethel near Schuylkill Co. line	Pilgrim's Rest was the name given to this spring on the Tulpehocken Path by Count Zinzendorf, the Moravian missionary, on his journey to the Indian towns of Shamokin and Wyoming in 1742.		-76.3374	40.5133	Environment	1	(40.5133, -76.3374)
1351	Pilger Ruh	Berks	1950	4	22	Roadside	Bethel Rd. (PA 501) at Pilger Ruh Rd., N of Bethel near Schuylkill Co. line	Pilgrim's Rest was the name given to this spring on the Tulpehocken Path by Count Zinzendorf, the Moravian missionary, on his journey to the Indian towns of Shamokin and Wyoming in 1742.		-76.3374	40.5133	Native American	2	(40.5133, -76.3374)
1351	Pilger Ruh	Berks	1950	4	22	Roadside	Bethel Rd. (PA 501) at Pilger Ruh Rd., N of Bethel near Schuylkill Co. line	Pilgrim's Rest was the name given to this spring on the Tulpehocken Path by Count Zinzendorf, the Moravian missionary, on his journey to the Indian towns of Shamokin and Wyoming in 1742.		-76.3374	40.5133	Paths & Trails	3	(40.5133, -76.3374)
1351	Pilger Ruh	Berks	1950	4	22	Roadside	Bethel Rd. (PA 501) at Pilger Ruh Rd., N of Bethel near Schuylkill Co. line	Pilgrim's Rest was the name given to this spring on the Tulpehocken Path by Count Zinzendorf, the Moravian missionary, on his journey to the Indian towns of Shamokin and Wyoming in 1742.		-76.3374	40.5133	Religion	4	(40.5133, -76.3374)
1352	Doctor Jonathan Potts	Berks	1951	2	16	City	545 Penn St. (near 6th St. intersection), Reading	On this site was the house occupied by Dr. Jonathan Potts; Deputy Director General, 1777-1780, of Northern and Middle Departments of the Continental Army.		-75.9263	40.3354	American Revolution	1	(40.3354, -75.9263)
1352	Doctor Jonathan Potts	Berks	1951	2	16	City	545 Penn St. (near 6th St. intersection), Reading	On this site was the house occupied by Dr. Jonathan Potts; Deputy Director General, 1777-1780, of Northern and Middle Departments of the Continental Army.		-75.9263	40.3354	Military	2	(40.3354, -75.9263)
1353	Reading	Berks	1948			Roadside	Penn Ave. (Bus. Rt. 422) just W of Ben Franklin Hwy. / Conrad Weiser Pkwy. (Rt. 422) cloverleaf	Laid out 1748 by direction of Thomas Penn. Seat of Berks County since 1752. Incorporated borough, 1783. Soon became, and has remained, center of the Pennsylvania-Dutch area. An old and progressive industrial community.		-75.9406	40.3347	Business & Industry	1	(40.3347, -75.9406)
1353	Reading	Berks	1948			Roadside	Penn Ave. (Bus. Rt. 422) just W of Ben Franklin Hwy. / Conrad Weiser Pkwy. (Rt. 422) cloverleaf	Laid out 1748 by direction of Thomas Penn. Seat of Berks County since 1752. Incorporated borough, 1783. Soon became, and has remained, center of the Pennsylvania-Dutch area. An old and progressive industrial community.		-75.9406	40.3347	Cities & Towns	2	(40.3347, -75.9406)
1353	Reading	Berks	1948			Roadside	Penn Ave. (Bus. Rt. 422) just W of Ben Franklin Hwy. / Conrad Weiser Pkwy. (Rt. 422) cloverleaf	Laid out 1748 by direction of Thomas Penn. Seat of Berks County since 1752. Incorporated borough, 1783. Soon became, and has remained, center of the Pennsylvania-Dutch area. An old and progressive industrial community.		-75.9406	40.3347	Ethnic & Immigration	3	(40.3347, -75.9406)
1354	Carlisle Iron Works	Cumberland	1947	8	4	Roadside	PA 174 just E of Boiling Springs	Founded about 1762 by John Rigbie and Co. Operated after 1781 by Michael Ege, noted ironmaster of the period. Ruins of the charcoal furnace still stand.		-77.1245	40.1506	Business & Industry	1	(40.1506, -77.1245)
1354	Carlisle Iron Works	Cumberland	1947	8	4	Roadside	PA 174 just E of Boiling Springs	Founded about 1762 by John Rigbie and Co. Operated after 1781 by Michael Ege, noted ironmaster of the period. Ruins of the charcoal furnace still stand.		-77.1245	40.1506	Coal	2	(40.1506, -77.1245)
1354	Carlisle Iron Works	Cumberland	1947	8	4	Roadside	PA 174 just E of Boiling Springs	Founded about 1762 by John Rigbie and Co. Operated after 1781 by Michael Ege, noted ironmaster of the period. Ruins of the charcoal furnace still stand.		-77.1245	40.1506	Furnaces	3	(40.1506, -77.1245)
1354	Carlisle Iron Works	Cumberland	1947	8	4	Roadside	PA 174 just E of Boiling Springs	Founded about 1762 by John Rigbie and Co. Operated after 1781 by Michael Ege, noted ironmaster of the period. Ruins of the charcoal furnace still stand.		-77.1245	40.1506	Iron & Steel	4	(40.1506, -77.1245)
1355	Cumberland County	Cumberland	1982	5	17	City	Old Courthouse, High & Hanover Sts., Carlisle	Formed January 27, 1750 from Lancaster County. Named for Cumberland County in England, it originally extended to Pennsylvania's western limits. Carlisle, county seat, was founded 1751. Crossed by major roads, county had a key role in westward migration.		-77.1894	40.2013	Government & Politics	1	(40.2013, -77.1894)
1355	Cumberland County	Cumberland	1982	5	17	City	Old Courthouse, High & Hanover Sts., Carlisle	Formed January 27, 1750 from Lancaster County. Named for Cumberland County in England, it originally extended to Pennsylvania's western limits. Carlisle, county seat, was founded 1751. Crossed by major roads, county had a key role in westward migration.		-77.1894	40.2013	Government & Politics 18th Century	2	(40.2013, -77.1894)
1355	Cumberland County	Cumberland	1982	5	17	City	Old Courthouse, High & Hanover Sts., Carlisle	Formed January 27, 1750 from Lancaster County. Named for Cumberland County in England, it originally extended to Pennsylvania's western limits. Carlisle, county seat, was founded 1751. Crossed by major roads, county had a key role in westward migration.		-77.1894	40.2013	Roads	3	(40.2013, -77.1894)
1355	Cumberland County	Cumberland	1982	5	17	City	Old Courthouse, High & Hanover Sts., Carlisle	Formed January 27, 1750 from Lancaster County. Named for Cumberland County in England, it originally extended to Pennsylvania's western limits. Carlisle, county seat, was founded 1751. Crossed by major roads, county had a key role in westward migration.		-77.1894	40.2013	Transportation	4	(40.2013, -77.1894)
1356	Cumberland Riflemen	Cumberland	1948	5	25	Roadside	Willow Park, Market St. at 24th St., Camp Hill	Capt. William Hendricks led from nearby Cumberland County points a company of riflemen to Quebec, Canada. There they fought Dec. 31, 1775, at the side of Gen. Richard Montgomery. Hendricks was killed in action.		-76.9256	40.2406	American Revolution	1	(40.2406, -76.9256)
1356	Cumberland Riflemen	Cumberland	1948	5	25	Roadside	Willow Park, Market St. at 24th St., Camp Hill	Capt. William Hendricks led from nearby Cumberland County points a company of riflemen to Quebec, Canada. There they fought Dec. 31, 1775, at the side of Gen. Richard Montgomery. Hendricks was killed in action.		-76.9256	40.2406	Military	2	(40.2406, -76.9256)
1357	Cumberland Valley Railroad	Cumberland	1992	5	1	Roadside	4 Strawberry Alley, Mechanicsburg	Incorporated in 1831. Completed, Lemoyne to Chambersburg, 1837; eventually, Harrisburg to Virginia. For over 80 years, vital to Valley's economic life; merged into Pennsylvania R.R., 1919. Passenger Station, Stationmaster's House here, built in the 1860s.		-77.0087	40.2138	Railroads	1	(40.2138, -77.0087)
1357	Cumberland Valley Railroad	Cumberland	1992	5	1	Roadside	4 Strawberry Alley, Mechanicsburg	Incorporated in 1831. Completed, Lemoyne to Chambersburg, 1837; eventually, Harrisburg to Virginia. For over 80 years, vital to Valley's economic life; merged into Pennsylvania R.R., 1919. Passenger Station, Stationmaster's House here, built in the 1860s.		-77.0087	40.2138	Transportation	2	(40.2138, -77.0087)
1358	Dickinson College	Cumberland	1947	7	1	Roadside	W High St., near 74N intersection at campus, Carlisle	Dr. Benjamin Rush envisioned a new type of education for post-Revolutionary America, a useful education in the liberal arts. Rush, with the assistance of Col. John Montgomery of Carlisle, founded Dickinson College to prepare an engaged citizenry able to meet the leadership needs of the new nation. Chartered on September 9, 1783 and named for John Dickinson, the college was the first established west of the Susquehanna River.		-77.1955	40.2022	Education	1	(40.2022, -77.1955)
1359	Dickinson School of Law	Cumberland	1949	10	20	City	S. College St. near South St. at Law School, Carlisle	Oldest law school in Pennsylvania; founded in 1834 by the Honorable John Reed, eminent jurist, and author of Pennsylvania Blackstone. Andrew Curtin, Civil War Governor, was one of earliest graduates.		-77.197	40.1993	Education	1	(40.1993, -77.197)
1360	Daniel Drawbaugh	Cumberland	1965	5	1	Roadside	155 Lake Rd. (SR 2033) at Eberly's Mill, 1 mile W of New Cumberland	Inventor of a telephone for which he sought a patent in 1880. Claims contested by Bell Telephone, which won the court decision in 1888. Born in this village, July 14, 1827, where he developed his inventions; he removed in 1904 to Camp Hill, where he died November 2, 1911.		-76.9068	40.2242	Business & Industry	1	(40.2242, -76.9068)
1360	Daniel Drawbaugh	Cumberland	1965	5	1	Roadside	155 Lake Rd. (SR 2033) at Eberly's Mill, 1 mile W of New Cumberland	Inventor of a telephone for which he sought a patent in 1880. Claims contested by Bell Telephone, which won the court decision in 1888. Born in this village, July 14, 1827, where he developed his inventions; he removed in 1904 to Camp Hill, where he died November 2, 1911.		-76.9068	40.2242	Invention	2	(40.2242, -76.9068)
1360	Daniel Drawbaugh	Cumberland	1965	5	1	Roadside	155 Lake Rd. (SR 2033) at Eberly's Mill, 1 mile W of New Cumberland	Inventor of a telephone for which he sought a patent in 1880. Claims contested by Bell Telephone, which won the court decision in 1888. Born in this village, July 14, 1827, where he developed his inventions; he removed in 1904 to Camp Hill, where he died November 2, 1911.		-76.9068	40.2242	Professions & Vocations	3	(40.2242, -76.9068)
1361	Episcopal Square	Cumberland	1949	10	20	City	NE corner, High & Hanover Sts., Carlisle	This square was set apart by the Penns in 1751 for the Church of England; in continuous use since that time by St. John's Episcopal Church. In 1752, the first church building was erected.		-77.1889	40.2016	Government & Politics 18th Century	1	(40.2016, -77.1889)
1361	Episcopal Square	Cumberland	1949	10	20	City	NE corner, High & Hanover Sts., Carlisle	This square was set apart by the Penns in 1751 for the Church of England; in continuous use since that time by St. John's Episcopal Church. In 1752, the first church building was erected.		-77.1889	40.2016	Religion	2	(40.2016, -77.1889)
1362	First Presbyterian Church	Cumberland	1949	10	21	City	NW corner, High & Hanover Sts., Carlisle	Oldest public building in Carlisle; erection begun, 1757. Here colonists met in 1774 to declare for independence, and George Washington worshipped, 1794. Congregation organized at Meeting House Springs in 1734.		-77.1893	40.2017	Buildings & Architecture	1	(40.2017, -77.1893)
1362	First Presbyterian Church	Cumberland	1949	10	21	City	NW corner, High & Hanover Sts., Carlisle	Oldest public building in Carlisle; erection begun, 1757. Here colonists met in 1774 to declare for independence, and George Washington worshipped, 1794. Congregation organized at Meeting House Springs in 1734.		-77.1893	40.2017	George Washington	2	(40.2017, -77.1893)
1362	First Presbyterian Church	Cumberland	1949	10	21	City	NW corner, High & Hanover Sts., Carlisle	Oldest public building in Carlisle; erection begun, 1757. Here colonists met in 1774 to declare for independence, and George Washington worshipped, 1794. Congregation organized at Meeting House Springs in 1734.		-77.1893	40.2017	Religion	3	(40.2017, -77.1893)
1363	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	Ritner Hwy. (US 11), near W Pomfret and Carlisle marker, just W of Carlisle	To capture Fort Duquesne, General Forbes marched an army, in 1758, from his main base at Carlisle to the Forks of the Ohio. He followed, as closely as he could with army wagons, the Raystown Indian and Traders Path, widened by axemen under Colonel Henry Bouquet.		-77.2123	40.2014	French & Indian War	1	(40.2014, -77.2123)
1363	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	Ritner Hwy. (US 11), near W Pomfret and Carlisle marker, just W of Carlisle	To capture Fort Duquesne, General Forbes marched an army, in 1758, from his main base at Carlisle to the Forks of the Ohio. He followed, as closely as he could with army wagons, the Raystown Indian and Traders Path, widened by axemen under Colonel Henry Bouquet.		-77.2123	40.2014	Military	2	(40.2014, -77.2123)
1363	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	Ritner Hwy. (US 11), near W Pomfret and Carlisle marker, just W of Carlisle	To capture Fort Duquesne, General Forbes marched an army, in 1758, from his main base at Carlisle to the Forks of the Ohio. He followed, as closely as he could with army wagons, the Raystown Indian and Traders Path, widened by axemen under Colonel Henry Bouquet.		-77.2123	40.2014	Roads	3	(40.2014, -77.2123)
1363	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	Ritner Hwy. (US 11), near W Pomfret and Carlisle marker, just W of Carlisle	To capture Fort Duquesne, General Forbes marched an army, in 1758, from his main base at Carlisle to the Forks of the Ohio. He followed, as closely as he could with army wagons, the Raystown Indian and Traders Path, widened by axemen under Colonel Henry Bouquet.		-77.2123	40.2014	Transportation	4	(40.2014, -77.2123)
1364	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	US 11, 1 mile NE of Shippensburg	At Shippensburg, the Raystown Path forked: one branch led directly west over three steep mts. to Burnt Cabins; the other, taken by General Forbes to avoid heavy grades, went south round Parnells Knob to Fort Loudon, crossing the Tuscarora Mountain at Cowan Gap.		-77.4901	40.0711	French & Indian War	1	(40.0711, -77.4901)
1364	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	US 11, 1 mile NE of Shippensburg	At Shippensburg, the Raystown Path forked: one branch led directly west over three steep mts. to Burnt Cabins; the other, taken by General Forbes to avoid heavy grades, went south round Parnells Knob to Fort Loudon, crossing the Tuscarora Mountain at Cowan Gap.		-77.4901	40.0711	Military	2	(40.0711, -77.4901)
1364	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	US 11, 1 mile NE of Shippensburg	At Shippensburg, the Raystown Path forked: one branch led directly west over three steep mts. to Burnt Cabins; the other, taken by General Forbes to avoid heavy grades, went south round Parnells Knob to Fort Loudon, crossing the Tuscarora Mountain at Cowan Gap.		-77.4901	40.0711	Roads	3	(40.0711, -77.4901)
1364	Forbes Road - Raystown Path	Cumberland	1952	1	7	Roadside	US 11, 1 mile NE of Shippensburg	At Shippensburg, the Raystown Path forked: one branch led directly west over three steep mts. to Burnt Cabins; the other, taken by General Forbes to avoid heavy grades, went south round Parnells Knob to Fort Loudon, crossing the Tuscarora Mountain at Cowan Gap.		-77.4901	40.0711	Transportation	4	(40.0711, -77.4901)
1365	Fort Couch	Cumberland	1947	8	10	Roadside	8th & Ohio Sts., Lemoyne	Remains of breastworks, at Eighth and Ohio Streets, built before the battle of Gettysburg, to oppose the expected Southern drive on Harrisburg.  June 29, 1863, a few Confederate scouts neared here but withdrew.		-76.9043	40.2461	Civil War	1	(40.2461, -76.9043)
1365	Fort Couch	Cumberland	1947	8	10	Roadside	8th & Ohio Sts., Lemoyne	Remains of breastworks, at Eighth and Ohio Streets, built before the battle of Gettysburg, to oppose the expected Southern drive on Harrisburg.  June 29, 1863, a few Confederate scouts neared here but withdrew.		-76.9043	40.2461	Forts	2	(40.2461, -76.9043)
1365	Fort Couch	Cumberland	1947	8	10	Roadside	8th & Ohio Sts., Lemoyne	Remains of breastworks, at Eighth and Ohio Streets, built before the battle of Gettysburg, to oppose the expected Southern drive on Harrisburg.  June 29, 1863, a few Confederate scouts neared here but withdrew.		-76.9043	40.2461	Military	3	(40.2461, -76.9043)
1366	Fort Couch	Cumberland	1953	10	13	City	Indiana Ave., betw. 8th St. & West Park, Lemoyne	Remains of breastworks built in June 1863 to oppose an expected attack on Harrisburg by Confederate troops. Site then known as Hummel's Heights. Fort was named for General Couch, Commander, Eastern Pennsylvania Military Department.		-76.9048	40.2467	Civil War	1	(40.2467, -76.9048)
1366	Fort Couch	Cumberland	1953	10	13	City	Indiana Ave., betw. 8th St. & West Park, Lemoyne	Remains of breastworks built in June 1863 to oppose an expected attack on Harrisburg by Confederate troops. Site then known as Hummel's Heights. Fort was named for General Couch, Commander, Eastern Pennsylvania Military Department.		-76.9048	40.2467	Forts	2	(40.2467, -76.9048)
1481	Mount Washington Tavern	Fayette	1946	11	23	Roadside	US 40, 1.2 miles NW of Farmington	This building erected in 1816 was once a famous hostelry on the National Road. It is now used as a museum. Great Meadows nearby was once owned by George Washington.				Roads	4	
1366	Fort Couch	Cumberland	1953	10	13	City	Indiana Ave., betw. 8th St. & West Park, Lemoyne	Remains of breastworks built in June 1863 to oppose an expected attack on Harrisburg by Confederate troops. Site then known as Hummel's Heights. Fort was named for General Couch, Commander, Eastern Pennsylvania Military Department.		-76.9048	40.2467	Military	3	(40.2467, -76.9048)
1367	Fort Morris	Cumberland	1961	11	3	Roadside	King (US 11) & Queen Sts., Shippensburg	Named for Gov. R.H. Morris, and built by local settlers under the supervision of James Burd after Braddock's defeat in July, 1755. Later garrisoned by provincial troops commanded by Hugh Mercer. The fort site, long marked by the soldiers' well, lies a block to the north on Burd Street.		-77.5151	40.0545	Forts	1	(40.0545, -77.5151)
1367	Fort Morris	Cumberland	1961	11	3	Roadside	King (US 11) & Queen Sts., Shippensburg	Named for Gov. R.H. Morris, and built by local settlers under the supervision of James Burd after Braddock's defeat in July, 1755. Later garrisoned by provincial troops commanded by Hugh Mercer. The fort site, long marked by the soldiers' well, lies a block to the north on Burd Street.		-77.5151	40.0545	French & Indian War	2	(40.0545, -77.5151)
1367	Fort Morris	Cumberland	1961	11	3	Roadside	King (US 11) & Queen Sts., Shippensburg	Named for Gov. R.H. Morris, and built by local settlers under the supervision of James Burd after Braddock's defeat in July, 1755. Later garrisoned by provincial troops commanded by Hugh Mercer. The fort site, long marked by the soldiers' well, lies a block to the north on Burd Street.		-77.5151	40.0545	Military	3	(40.0545, -77.5151)
1368	John W. Geary (1819-1873)	Cumberland	1995	6	10	City	3rd & Bridge Sts., New Cumberland	Two-term Governor of Pennsylvania, 1867-73. Major General in Civil War. Colonel, 2nd Pa. Regiment in Mexican War. Governor, Kansas Territory. First postmaster & first mayor of San Francisco. His home was a block east at 308 Market Street.		-76.8638	40.2257	Civil War	1	(40.2257, -76.8638)
1368	John W. Geary (1819-1873)	Cumberland	1995	6	10	City	3rd & Bridge Sts., New Cumberland	Two-term Governor of Pennsylvania, 1867-73. Major General in Civil War. Colonel, 2nd Pa. Regiment in Mexican War. Governor, Kansas Territory. First postmaster & first mayor of San Francisco. His home was a block east at 308 Market Street.		-76.8638	40.2257	Government & Politics	2	(40.2257, -76.8638)
1368	John W. Geary (1819-1873)	Cumberland	1995	6	10	City	3rd & Bridge Sts., New Cumberland	Two-term Governor of Pennsylvania, 1867-73. Major General in Civil War. Colonel, 2nd Pa. Regiment in Mexican War. Governor, Kansas Territory. First postmaster & first mayor of San Francisco. His home was a block east at 308 Market Street.		-76.8638	40.2257	Government & Politics 19th Century	3	(40.2257, -76.8638)
1368	John W. Geary (1819-1873)	Cumberland	1995	6	10	City	3rd & Bridge Sts., New Cumberland	Two-term Governor of Pennsylvania, 1867-73. Major General in Civil War. Colonel, 2nd Pa. Regiment in Mexican War. Governor, Kansas Territory. First postmaster & first mayor of San Francisco. His home was a block east at 308 Market Street.		-76.8638	40.2257	Governors	4	(40.2257, -76.8638)
1368	John W. Geary (1819-1873)	Cumberland	1995	6	10	City	3rd & Bridge Sts., New Cumberland	Two-term Governor of Pennsylvania, 1867-73. Major General in Civil War. Colonel, 2nd Pa. Regiment in Mexican War. Governor, Kansas Territory. First postmaster & first mayor of San Francisco. His home was a block east at 308 Market Street.		-76.8638	40.2257	Military	5	(40.2257, -76.8638)
1369	Gettysburg Campaign	Cumberland	1997	6	21	Roadside	5002 Carlisle Pike, Hampden Township(@ Ye Olde Ale House)	This campaign's northernmost engagement, known as the Battle of Sporting Hill, occurred just north and west of here, June 30, 1863. The 22nd & 37th New York Militia Regiments, along with Landis's Philadelphia Battery, fought in defense of Harrisburg against the 16th & 36th Virginia Cavalry units. Afterward the Confederates withdrew to Carlisle, leaving some 16 dead. Reported wounded were 11 Union soldiers; 20-30 Confederates.		-76.9324	40.24	Civil War	1	(40.24, -76.9324)
1369	Gettysburg Campaign	Cumberland	1997	6	21	Roadside	5002 Carlisle Pike, Hampden Township(@ Ye Olde Ale House)	This campaign's northernmost engagement, known as the Battle of Sporting Hill, occurred just north and west of here, June 30, 1863. The 22nd & 37th New York Militia Regiments, along with Landis's Philadelphia Battery, fought in defense of Harrisburg against the 16th & 36th Virginia Cavalry units. Afterward the Confederates withdrew to Carlisle, leaving some 16 dead. Reported wounded were 11 Union soldiers; 20-30 Confederates.		-76.9324	40.24	Military	2	(40.24, -76.9324)
1370	Gettysburg Campaign	Cumberland	1947	7	29	Roadside	PA 74 just E of Carlisle near I-81	Gen. J.E.B. Stuart's Southern cavalry arrived July 1, 1863, by Dover and Dillsburg. Finding Ewell had left the day before, Stuart burned the U.S. Barracks and left for Gettysburg, where the battle had begun.		-77.1679	40.1952	Civil War	1	(40.1952, -77.1679)
1370	Gettysburg Campaign	Cumberland	1947	7	29	Roadside	PA 74 just E of Carlisle near I-81	Gen. J.E.B. Stuart's Southern cavalry arrived July 1, 1863, by Dover and Dillsburg. Finding Ewell had left the day before, Stuart burned the U.S. Barracks and left for Gettysburg, where the battle had begun.		-77.1679	40.1952	Military	2	(40.1952, -77.1679)
1371	Gettysburg Campaign	Cumberland	1949	7	29	Roadside	PA 34, .3 mile S of Carlisle near I-81	On June 28, 1863, General Richard Ewell received orders from Robert E. Lee to move Ewell's southern troops out of Carlisle and on to Gettysburg. By June 29th two divisions of Ewell's troops marched over this road through Mt. Holly Springs, York Springs, and Heidlersburg towards Gettysburg.		-77.1903	40.1787	Civil War	1	(40.1787, -77.1903)
1371	Gettysburg Campaign	Cumberland	1949	7	29	Roadside	PA 34, .3 mile S of Carlisle near I-81	On June 28, 1863, General Richard Ewell received orders from Robert E. Lee to move Ewell's southern troops out of Carlisle and on to Gettysburg. By June 29th two divisions of Ewell's troops marched over this road through Mt. Holly Springs, York Springs, and Heidlersburg towards Gettysburg.		-77.1903	40.1787	Military	2	(40.1787, -77.1903)
